,Unnamed: 0,Connectivity_Index,ADOS_TOTAL_Corr,ADOS_COMM_Corr,ADOS_SOCIAL_Corr,ADOS_STEREO_Corr,Unnamed: 0.1,First_ROI_Index,First_ROI_Name,Second_ROI_Index,Second_ROI_Name,P_Values,ASD_Mean,TD_Mean,ASD_STD,TD_STD,Dominant_Group,First_ROI_Network,Second_ROI_Network,Networks
97,97,739,0.0043035825,-0.11105051,0.07322858,0.00089756347,146,17,"Calcarine gyrus ([CalcarineG], 17)",45,"Anterior cingulate cortex ([ACC], 45)",0.0304807087714801,-0.0417320747981397,0.0167430306933445,0.2433368465479548,0.2120792627782757,TD,VIS,DM,VIS-DM
98,98,158,0.0061914106,-0.067082934,0.049447127,0.02655172,186,4,Caudate (4),10,"Paracentral lobule ([ParaCL], 10)",0.0452152447719957,-0.0390694367641858,-0.0874323290997764,0.1959425378426062,0.208271118799803,ASD,SC,SM,SC-SM
99,99,1209,0.006392826,0.033162665,-0.011170522,-0.1901953,150,35,"Superior frontal gyrus ([SFG], 35)",38,"Left inferior parietal lobule ([L IPL], 38)",0.0316530830342334,-0.1574706519702304,-0.2134092255513966,0.2119887828705127,0.2237086835933679,ASD,CC,CC,CC-CC
100,100,1355,0.007938582,-0.0029502888,0.012914741,-0.16627784,194,46,"Posterior cingulate cortex ([PCC], 46)",52,"Cerebellum ([CB], 52)",0.0497658476911544,-0.043479995688643,0.0170490385416067,0.2615030448615045,0.2570605998112469,TD,DM,CB,DM-CB
101,101,1343,0.012126974,0.08314774,-0.032351673,-0.0637498,175,45,"Anterior cingulate cortex ([ACC], 45)",47,"Anterior cingulate cortex ([ACC], 47)",0.0373478708858646,0.2445345414618405,0.3007053327617007,0.2176496556770051,0.23354563465552,TD,DM,DM,DM-DM
102,102,135,0.014194767,-0.047144804,0.048448216,0.208299,102,3,Putamen (3),36,"Middle frontal gyrus ([MiFG], 36)",0.0141945324335381,-0.0076777226603572,0.0490477914781109,0.1948637414590086,0.1930753845237885,TD,SC,CC,SC-CC
103,103,1107,0.014543867,0.017947221,0.0098211905,-0.11075587,123,30,"Right inferior frontal gyrus ([R IFG], 30)",36,"Middle frontal gyrus ([MiFG], 36)",0.0219849027909026,0.0928037097996986,0.1505540955462763,0.1935098170091036,0.2252691711711998,TD,CC,CC,CC-CC
104,104,1057,0.015149612,0.0037339653,0.018974278,0.03642344,64,28,"Superior medial frontal gyrus ([SMFG], 28)",33,"Left inferior parietal lobue ([R IPL], 33)",0.0055741342106019,-0.3123341360371961,-0.3838594406333135,0.214620815056651,0.2170919508859567,ASD,CC,CC,CC-CC
105,105,506,0.017664237,0.10004582,-0.035577424,-0.16830748,160,11,"Right postcentral gyrus ([R PoCG], 11)",43,Precuneus (43),0.033350528222311,-0.1158371519001299,-0.1680576220373764,0.1926384083516484,0.2164095168932053,ASD,SM,DM,SM-DM
106,106,4,0.020507624,0.03192302,0.009470943,-0.0794027,6,1,Caudate (1),6,"Superior temporal gyrus ([STG], 6)",9.09610147819362e-05,-0.0240895444109932,-0.1157592604408941,0.1983833717260726,0.1916701720211561,ASD,SC,AUD,SC-AUD
107,107,1352,0.020866258,-0.13729712,0.11220425,0.11102121,112,46,"Posterior cingulate cortex ([PCC], 46)",49,"Posterior cingulate cortex ([PCC], 49)",0.0180917281943472,0.1920309103184069,0.2642766135150771,0.2690075955434892,0.2452351620565898,TD,DM,DM,DM-DM
108,108,1087,0.021181706,0.04949111,-0.00036161236,0.2560364,184,29,"Inferior frontal gyrus ([IFG], 29)",39,"Middle cingulate cortex ([MCC], 39)",0.0449769071146988,0.055464208354693,0.0033533412846673,0.2033600533575624,0.2298584045537149,ASD,CC,CC,CC-CC
109,109,25,0.021406533,0.030484194,0.011504615,0.2877096,171,1,Caudate (1),27,Insula (27),0.036194795893391,0.1161314182656512,0.0628837945227599,0.2046775558228996,0.2203195992451743,ASD,SC,CC,SC-CC
110,110,1226,0.023119682,0.1250477,-0.042600702,0.23619299,110,36,"Middle frontal gyrus ([MiFG], 36)",38,"Left inferior parietal lobule ([L IPL], 38)",0.0172647965749819,-0.0270663126010657,0.0370358959141054,0.2164161997703891,0.2331687842440563,TD,CC,CC,CC-CC
111,111,1325,0.024242796,-0.14160316,0.12005489,0.0070269792,67,43,Precuneus (43),46,"Posterior cingulate cortex ([PCC], 46)",0.0062939621772915,0.2939662263880085,0.3855251594824883,0.2738938336940005,0.2859456987390412,TD,DM,DM,DM-DM
112,112,1197,0.024370419,0.08757716,-0.018908732,0.28992394,172,34,"Supplementary motor area ([SMA], 34)",44,Precuneus (44),0.0362292090922277,-0.0635310251442802,-0.0046010696744919,0.2692368070630474,0.2047759482185011,TD,CC,DM,CC-DM
113,113,1068,0.02555536,0.0005753244,0.03539227,0.30610704,1,28,"Superior medial frontal gyrus ([SMFG], 28)",44,Precuneus (44),2.848874743973282e-06,0.129264367270088,0.2650769121153145,0.2676278875826999,0.2139850049426881,TD,CC,DM,CC-DM
114,114,423,0.026188161,0.039424416,0.013468785,-0.12504165,69,9,"Left postcentral gyrus ([L PoCG], 9)",45,"Anterior cingulate cortex ([ACC], 45)",0.0065322156894939,-0.1295628775708487,-0.1933734413009158,0.219084562192227,0.175413595587155,ASD,SM,DM,SM-DM
115,115,868,0.02725577,0.19302252,-0.07773291,0.24776156,195,21,"Right middle occipital gyrus ([R MOG], 21)",40,"Inferior frontal gyrus ([IFG], 40)",0.0498129548564169,-0.0789615123327241,-0.0217778940136367,0.2328952000106866,0.2542746819700661,TD,VIS,CC,VIS-CC
116,116,933,0.029906021,0.05361041,0.009403859,-0.10091173,105,23,"Inferior occipital gyrus ([IOG], 23)",44,Precuneus (44),0.015045466431089,-0.0931780143748545,-0.1542617800588198,0.2362392880340306,0.1867085744629878,ASD,VIS,DM,VIS-DM
117,117,859,0.030437088,0.1427889,-0.043294232,0.08907706,188,21,"Right middle occipital gyrus ([R MOG], 21)",31,"Middle frontal gyrus ([MiFG], 31)",0.0464651335113619,-0.0879825787686927,-0.0309795234832937,0.2628655189100468,0.2200260678188481,TD,VIS,CC,VIS-CC
118,118,1220,0.030880848,-0.08719233,0.095975876,-0.07298491,59,35,"Superior frontal gyrus ([SFG], 35)",49,"Posterior cingulate cortex ([PCC], 49)",0.0047671600976138,0.417985149293534,0.4961945869459112,0.2335915901282017,0.230439065871788,TD,CC,DM,CC-DM
119,119,1350,0.032539792,-0.059620805,0.08163354,-0.12586793,47,46,"Posterior cingulate cortex ([PCC], 46)",47,"Anterior cingulate cortex ([ACC], 47)",0.0030606663968819,-0.0465738736732715,0.0250578035160908,0.2085995907607499,0.1968223136267025,TD,DM,DM,DM-DM
120,120,1215,0.033883985,-0.07537812,0.090854704,-0.05855659,19,35,"Superior frontal gyrus ([SFG], 35)",44,Precuneus (44),0.0005109843894899,0.159562599870227,0.2663647287484926,0.2731073980080323,0.2413914712302146,TD,CC,DM,CC-DM
121,121,1029,0.03505518,-0.051014837,0.07997788,-0.026739938,43,27,Insula (27),30,"Right inferior frontal gyrus ([R IFG], 30)",0.0026449270441811,0.1569886629938391,0.2299292065009535,0.2021405534771428,0.2034066846880614,TD,CC,CC,CC-CC
122,122,1266,0.036911357,0.039374135,0.028240664,0.06670063,7,38,"Left inferior parietal lobule ([L IPL], 38)",47,"Anterior cingulate cortex ([ACC], 47)",9.581403223879342e-05,-0.08636719315646,-0.1906920435969668,0.2046915488644792,0.2360069675304221,ASD,CC,DM,CC-DM
123,123,322,0.03830222,-0.013528415,0.06195387,0.006104093,77,7,"Middle temporal gyrus ([MTG], 7)",33,"Left inferior parietal lobue ([R IPL], 33)",0.0071861541667642,0.1672094789907096,0.2397934694040764,0.2155754666081594,0.2344513928761491,TD,AUD,CC,AUD-CC
124,124,980,0.03890421,-0.009798055,0.060384247,0.2466499,84,25,"Middle temporal gyrus ([MTG], 25)",34,"Supplementary motor area ([SMA], 34)",0.0094696584231118,-0.0613787409175757,-0.1326656834203875,0.2506063215595834,0.2116951518172562,ASD,VIS,CC,VIS-CC
125,125,777,0.039758973,0.11355757,-0.013224367,-0.092312716,192,18,"Middle occipital gyrus ([MOG], 18)",48,Precuneus (48),0.0474712351972017,-0.0386165850132035,-0.0955630170374596,0.2500721097326462,0.233702770732474,ASD,VIS,DM,VIS-DM
126,126,1120,0.039977897,0.08388642,0.0055336133,0.19103755,136,30,"Right inferior frontal gyrus ([R IFG], 30)",49,"Posterior cingulate cortex ([PCC], 49)",0.0275127872567366,0.1031762589577504,0.0407189406832311,0.2283461509534189,0.2452781084359617,ASD,CC,DM,CC-DM
127,127,754,0.04023338,0.0025236527,0.05488819,0.009186917,193,18,"Middle occipital gyrus ([MOG], 18)",25,"Middle temporal gyrus ([MTG], 25)",0.0496696640725536,0.1258320665228225,0.1800451209620003,0.2251024843273909,0.2374793353877499,TD,VIS,VIS,VIS-VIS
128,128,1273,0.04083643,-0.013305103,0.06535726,0.24502935,32,39,"Middle cingulate cortex ([MCC], 39)",40,"Inferior frontal gyrus ([IFG], 40)",0.0014107551559948,0.0507581431340789,-0.034849766768174,0.2243746107936001,0.2235938187488629,ASD,CC,CC,CC-CC
129,129,833,0.042669386,-0.0480026,0.0886317,-0.093677506,106,20,Cuneus (20),37,"Hippocampus ([HiPP], 37)",0.0157737383368237,-0.0776455719104024,-0.0227039356841076,0.1915916177969266,0.1901279708353401,TD,VIS,CC,VIS-CC
130,130,935,0.044996914,0.15276907,-0.029203273,-0.041810386,109,23,"Inferior occipital gyrus ([IOG], 23)",46,"Posterior cingulate cortex ([PCC], 46)",0.0163988384984157,-0.0695232350140378,-0.1360124442535791,0.2166894088899382,0.2444411259027553,ASD,VIS,DM,VIS-DM
131,131,379,0.048054587,-0.006818041,0.071543716,0.23955095,85,8,"Postcentral gyrus ([PoCG], 8)",45,"Anterior cingulate cortex ([ACC], 45)",0.0095161468353378,-0.1213352471813534,-0.1833055821412233,0.2075874771720831,0.1938663280932761,ASD,SM,DM,SM-DM
132,132,769,0.048976153,0.13794088,-0.013967581,0.070877574,83,18,"Middle occipital gyrus ([MOG], 18)",40,"Inferior frontal gyrus ([IFG], 40)",0.0094454749879783,-0.072111863353643,0.0004772846050013,0.221802841504224,0.2441306561320325,TD,VIS,CC,VIS-CC
133,133,1288,0.049011387,0.08891962,0.016605284,0.0230498,180,40,"Inferior frontal gyrus ([IFG], 40)",42,"Hippocampus ([HiPP], 42)",0.0410648303246806,-0.1002620158742756,-0.0447335671130903,0.2146020628596592,0.2388918335235368,TD,CC,CC,CC-CC
134,134,658,0.05315654,0.07258961,0.03056339,0.10285395,190,15,"Superior parietal lobule ([SPL], 15)",37,"Hippocampus ([HiPP], 37)",0.0466389640618451,-0.0556334145184248,-0.0097450646480837,0.1774891351947715,0.2061323374522423,TD,SM,CC,SM-CC
135,135,327,0.053999778,-0.011161218,0.082537964,0.022212803,140,7,"Middle temporal gyrus ([MTG], 7)",38,"Left inferior parietal lobule ([L IPL], 38)",0.027706635635286,0.1885098446959501,0.2499319602554034,0.2241585957835862,0.2420443416732719,TD,AUD,CC,AUD-CC
136,136,207,0.054314062,-0.02732939,0.09279254,-0.036903236,183,5,Thalamus (5),11,"Right postcentral gyrus ([R PoCG], 11)",0.0443213602162927,0.0469995805919257,-0.0047953449631233,0.2073023905500183,0.2234019887552417,ASD,SC,SM,SC-SM
137,137,786,0.055135023,0.024564521,0.06240634,-0.10184404,147,19,"Middle temporal gyrus ([MTG], 19)",23,"Inferior occipital gyrus ([IOG], 23)",0.0308738678103825,0.0114426966835162,0.0726876080608094,0.241639941220268,0.2351048387598573,TD,VIS,VIS,VIS-VIS
138,138,872,0.05587889,0.13462324,-0.0034256005,0.09156776,48,21,"Right middle occipital gyrus ([R MOG], 21)",44,Precuneus (44),0.0031869931934803,-0.0833607394122208,-0.1578631556755151,0.2293356704061427,0.1949963091645109,ASD,VIS,DM,VIS-DM
139,139,433,0.05665839,0.04707026,0.05128981,-0.030902296,134,10,"Paracentral lobule ([ParaCL], 10)",12,"Superior parietal lobule ([SPL], 12)",0.0270482520340703,0.3539861947134378,0.4259593582311959,0.2690639078411513,0.2764812302972965,TD,SM,SM,SM-SM
140,140,1218,0.058307964,-0.05895259,0.117266975,-0.13061905,81,35,"Superior frontal gyrus ([SFG], 35)",47,"Anterior cingulate cortex ([ACC], 47)",0.0086560092963549,0.1020398801256528,0.1705205605633415,0.2167291828720489,0.2199044157108945,TD,CC,DM,CC-DM
141,141,674,0.059520658,0.03739526,0.061344262,0.00079791463,174,15,"Superior parietal lobule ([SPL], 15)",53,"Cerebellum ([CB], 53)",0.0372681047679163,-0.0612096073707361,-0.1111219755831993,0.1953557645283426,0.2058477251650673,ASD,SM,CB,SM-CB
142,142,446,0.060014848,0.043081116,0.05867102,-0.02308155,157,10,"Paracentral lobule ([ParaCL], 10)",25,"Middle temporal gyrus ([MTG], 25)",0.0326419054234046,0.0481267591757003,-0.0113010098628121,0.2248280799083344,0.2403623740818546,ASD,SM,VIS,SM-VIS
143,143,790,0.06015009,0.0714701,0.041037172,0.09018632,137,19,"Middle temporal gyrus ([MTG], 19)",27,Insula (27),0.0275246947690555,-0.015984331285508,0.048389903941479,0.2523111173657599,0.2388971658497203,TD,VIS,CC,VIS-CC
144,144,800,0.062337708,0.0875174,0.034664676,-0.028610477,44,19,"Middle temporal gyrus ([MTG], 19)",37,"Hippocampus ([HiPP], 37)",0.0028775832072855,0.0118711878717033,-0.079033605440601,0.2401693110748503,0.2666810290791128,ASD,VIS,CC,VIS-CC
145,145,955,0.06359636,-0.035659738,0.11065986,-0.12676127,113,24,"Lingual gyrus ([LingualG], 24)",37,"Hippocampus ([HiPP], 37)",0.0182642096025095,-0.0470474634166914,0.00537981964778,0.1858152261024941,0.1866285872173161,TD,VIS,CC,VIS-CC
146,146,1335,0.063787855,0.08407486,0.03838593,-0.12261754,28,44,Precuneus (44),47,"Anterior cingulate cortex ([ACC], 47)",0.0009264847539898,0.107702747324641,0.1943451608088341,0.2155649342159435,0.2205904473736922,TD,DM,DM,DM-DM
147,147,1108,0.06612794,0.116908185,0.021747552,0.17401592,13,30,"Right inferior frontal gyrus ([R IFG], 30)",37,"Hippocampus ([HiPP], 37)",0.0002487367512515,0.0124404957450395,-0.0709541526113578,0.1736877626346235,0.2017849848022408,ASD,CC,CC,CC-CC
148,148,1291,0.06679203,0.057043422,0.059489448,0.042542323,73,40,"Inferior frontal gyrus ([IFG], 40)",45,"Anterior cingulate cortex ([ACC], 45)",0.0069147347910606,0.0112128154492478,-0.0713558501802363,0.2544586680335955,0.2571877889249753,ASD,CC,DM,CC-DM
149,149,1064,0.07076586,0.060037434,0.062783316,0.0950308,94,28,"Superior medial frontal gyrus ([SMFG], 28)",40,"Inferior frontal gyrus ([IFG], 40)",0.0122582052672067,0.0051786286793518,-0.0734075705852032,0.2484426891181287,0.2743747792977921,ASD,CC,CC,CC-CC
150,150,388,0.072950356,0.058835663,0.06657369,0.11126132,162,9,"Left postcentral gyrus ([L PoCG], 9)",10,"Paracentral lobule ([ParaCL], 10)",0.0336550747694087,0.197459302964423,0.2628114818238549,0.2539780169941522,0.2616808042019445,TD,SM,SM,SM-SM
151,151,743,0.076302506,0.000716954,0.10654214,0.094602555,68,17,"Calcarine gyrus ([CalcarineG], 17)",49,"Posterior cingulate cortex ([PCC], 49)",0.0063598210355235,-0.0055052679617301,0.0788049455249242,0.2660117045104589,0.2524118677586995,TD,VIS,DM,VIS-DM
152,152,772,0.07725351,0.15734248,0.012812225,0.020003447,29,18,"Middle occipital gyrus ([MOG], 18)",43,Precuneus (43),0.0010503190951296,-0.0544789307312619,-0.1455493705047353,0.2519541014818536,0.2140529169352886,ASD,VIS,DM,VIS-DM
153,153,1140,0.079351425,0.10402912,0.048262175,0.070159666,49,31,"Middle frontal gyrus ([MiFG], 31)",47,"Anterior cingulate cortex ([ACC], 47)",0.0031921326873495,-0.0249840402586786,-0.1037080417706826,0.2116930355241239,0.2324202590523128,ASD,CC,DM,CC-DM
154,154,1264,0.08064839,0.093396984,0.057261433,0.069007486,16,38,"Left inferior parietal lobule ([L IPL], 38)",45,"Anterior cingulate cortex ([ACC], 45)",0.0004183858393406,-0.1902112074201169,-0.2922665556310079,0.2457651417999578,0.2371423071485554,ASD,CC,DM,CC-DM
155,155,775,0.08114206,0.19510229,-0.004732644,-0.05153516,154,18,"Middle occipital gyrus ([MOG], 18)",46,"Posterior cingulate cortex ([PCC], 46)",0.03226220125696,-0.1039752311838465,-0.1609059906673004,0.2079719123775445,0.2349863260666616,ASD,VIS,DM,VIS-DM
156,156,222,0.081261314,0.04876794,0.08437877,0.12778845,18,5,Thalamus (5),26,"Inferior parietal lobule ([IPL], 26)",0.0004834343472815,-0.0666669358096734,0.0194508731274836,0.2004426735055214,0.2100104956372241,TD,SC,CC,SC-CC
157,157,858,0.08168619,0.0063567394,0.11073126,0.046433583,117,21,"Right middle occipital gyrus ([R MOG], 21)",30,"Right inferior frontal gyrus ([R IFG], 30)",0.0206406421365106,-0.1427468091233787,-0.0825529238287486,0.2113618814148022,0.2235658801579678,TD,VIS,CC,VIS-CC
158,158,783,0.08356777,0.076719776,0.07062812,-0.10800226,71,19,"Middle temporal gyrus ([MTG], 19)",20,Cuneus (20),0.0066761861792523,-0.0156844341400888,0.0527292025541,0.2248943231687331,0.1990403291821605,TD,VIS,VIS,VIS-VIS
159,159,205,0.08455089,-0.037093755,0.14113095,-0.13995348,138,5,Thalamus (5),9,"Left postcentral gyrus ([L PoCG], 9)",0.0276550055744675,0.0571357734938442,-0.0030959727220977,0.2232242157244526,0.2345626776501271,ASD,SC,SM,SC-SM
160,160,432,0.08858946,0.016934328,0.1139807,0.10885292,133,10,"Paracentral lobule ([ParaCL], 10)",11,"Right postcentral gyrus ([R PoCG], 11)",0.0270254838901626,0.1739415842456631,0.2407442066109509,0.2582857177729535,0.249431574082409,TD,SM,SM,SM-SM
161,161,288,0.09540612,0.10751092,0.06857412,0.04153798,169,6,"Superior temporal gyrus ([STG], 6)",45,"Anterior cingulate cortex ([ACC], 45)",0.0360760144842863,-0.0329444050994112,-0.085605495134364,0.2250252017926785,0.1983992140479084,ASD,AUD,DM,AUD-DM
162,162,334,0.09667477,0.07915378,0.08752342,0.06801166,87,7,"Middle temporal gyrus ([MTG], 7)",45,"Anterior cingulate cortex ([ACC], 45)",0.0098453119552817,-0.1083153432073711,-0.1850167321304726,0.2504865795541577,0.2476337458646783,ASD,AUD,DM,AUD-DM
163,163,1245,0.09826394,-0.006023451,0.14141214,0.105159804,76,37,"Hippocampus ([HiPP], 37)",41,"Middle frontal gyrus ([MiFG], 41)",0.0070704111924429,-0.0518893418436911,-0.1181695415052664,0.2236775297206635,0.1901692229276127,ASD,CC,CC,CC-CC
164,164,1208,0.10078792,0.0980284,0.08184609,-0.09725201,21,35,"Superior frontal gyrus ([SFG], 35)",37,"Hippocampus ([HiPP], 37)",0.0006681437353935,0.0082096600927126,-0.07201085185572,0.1961204555666265,0.1971243143031428,ASD,CC,CC,CC-CC
165,165,1106,0.10349824,0.12368721,0.071423076,0.15044323,173,30,"Right inferior frontal gyrus ([R IFG], 30)",35,"Superior frontal gyrus ([SFG], 35)",0.0365415258187472,0.0720103299627608,0.0134321816871626,0.2280730020177643,0.2408972205520274,ASD,CC,CC,CC-CC
166,166,131,0.10734069,0.03867047,0.1273961,0.09404219,189,3,Putamen (3),32,"Inferior parietal lobule ([IPL], 32)",0.0464932545209874,-0.0663006142287968,-0.0183648008782039,0.2067897945748226,0.1982774049003059,TD,SC,CC,SC-CC
167,167,321,0.10963257,0.12399432,0.07845198,0.025738787,89,7,"Middle temporal gyrus ([MTG], 7)",32,"Inferior parietal lobule ([IPL], 32)",0.0104651461409958,-0.0469031881287019,0.0269748984529708,0.2059442251337441,0.26786730518591,TD,AUD,CC,AUD-CC
168,168,1227,0.11060849,0.08793041,0.10186007,0.03405338,31,36,"Middle frontal gyrus ([MiFG], 36)",39,"Middle cingulate cortex ([MCC], 39)",0.0012358109966715,0.1844693724490197,0.0927407243910839,0.2601083891689028,0.2161406814908308,ASD,CC,CC,CC-CC
169,169,587,0.11535452,0.045994047,0.1338595,-0.22268903,4,13,"Paracentral lobule ([ParaCL], 13)",43,Precuneus (43),3.104349322334406e-05,-0.012821600065372,-0.1191733015750985,0.2161273777884425,0.2082845371313673,ASD,SM,DM,SM-DM
170,170,1300,0.1193733,0.15225667,0.07551139,-0.092846654,139,41,"Middle frontal gyrus ([MiFG], 41)",42,"Hippocampus ([HiPP], 42)",0.027659482372742,-0.1807980997953399,-0.1244079258124939,0.2045433565786188,0.2230552425144712,TD,CC,CC,CC-CC
171,171,108,0.12193145,-0.072967954,0.21452361,-0.3106229,149,3,Putamen (3),9,"Left postcentral gyrus ([L PoCG], 9)",0.0315283389364238,0.0864703584389419,0.0273361614012244,0.2162372208475901,0.2421839692896951,ASD,SC,SM,SC-SM
172,172,1152,0.1310101,0.14634435,0.09708118,0.09431171,170,32,"Inferior parietal lobule ([IPL], 32)",38,"Left inferior parietal lobule ([L IPL], 38)",0.036164774026735,0.0969430699707885,0.1615039264373062,0.2317669597587349,0.2790041291773161,TD,CC,CC,CC-CC
173,173,1061,0.13105176,0.052816283,0.15176384,0.12029301,57,28,"Superior medial frontal gyrus ([SMFG], 28)",37,"Hippocampus ([HiPP], 37)",0.0043136252683387,0.0281360615663762,-0.0393583472622518,0.1917554188277849,0.2027417683959821,ASD,CC,CC,CC-CC
174,174,215,0.13275278,0.16426201,0.08649613,0.13994394,100,5,Thalamus (5),19,"Middle temporal gyrus ([MTG], 19)",0.0132837029376796,0.0559980073447812,-0.0236485890296973,0.2691247526841571,0.2699778707558576,ASD,SC,VIS,SC-VIS
175,175,216,0.13439861,0.13402781,0.107077844,-0.0520992,151,5,Thalamus (5),20,Cuneus (20),0.0317479240200022,0.0138382109519168,-0.0343536496714894,0.1893638252367763,0.1874575172063225,ASD,SC,VIS,SC-VIS
176,176,1111,0.13683698,-0.020683356,0.20449518,0.046517026,177,30,"Right inferior frontal gyrus ([R IFG], 30)",40,"Inferior frontal gyrus ([IFG], 40)",0.0379313177199899,0.0913542347339593,0.1498046007079402,0.2204523256221506,0.248840833976615,TD,CC,CC,CC-CC
177,177,874,0.13831045,0.2588502,0.03676372,0.121388875,39,21,"Right middle occipital gyrus ([R MOG], 21)",46,"Posterior cingulate cortex ([PCC], 46)",0.002273286407091,-0.0767224361972352,-0.1591690953884115,0.2288638012177719,0.2231859065457525,ASD,VIS,DM,VIS-DM
178,178,876,0.14379202,0.20474356,0.07728262,-0.031470098,167,21,"Right middle occipital gyrus ([R MOG], 21)",48,Precuneus (48),0.0359775153781824,0.0282227504943889,-0.027690532309441,0.2310811644745639,0.2175585238215164,ASD,VIS,DM,VIS-DM
179,179,63,0.15299544,0.13119753,0.13498634,0.009572807,108,2,Subthalamus/hypothalamus (2),14,"Precentral gyrus ([PreCG], 14)",0.0159414357113183,0.0703086468667659,-0.0059437274867251,0.2649128869272256,0.2654841289233524,ASD,SC,SM,SC-SM
180,180,204,0.154813,0.19773093,0.09737028,0.10209786,91,5,Thalamus (5),8,"Postcentral gyrus ([PoCG], 8)",0.0110781304840342,0.0546104136784987,-0.0151760789737823,0.2372320487130583,0.2241762652364832,ASD,SC,SM,SC-SM
181,181,1038,0.16385642,0.116935976,0.15883861,0.084984295,88,27,Insula (27),39,"Middle cingulate cortex ([MCC], 39)",0.0099584455568565,0.1576918083700529,0.0830308010816804,0.2355345561207942,0.2484563903558456,ASD,CC,CC,CC-CC
182,182,713,0.16396308,0.1663053,0.12909973,-0.056357946,145,17,"Calcarine gyrus ([CalcarineG], 17)",19,"Middle temporal gyrus ([MTG], 19)",0.0303566470406892,0.0421137194692485,0.1008395538404493,0.2308895391845894,0.2248048968628115,TD,VIS,VIS,VIS-VIS
183,183,1262,0.17221224,0.14891121,0.15164866,-0.20168747,37,38,"Left inferior parietal lobule ([L IPL], 38)",43,Precuneus (43),0.0019858234906883,-0.0416982084841947,-0.130040296230328,0.2481402690306497,0.2306045022901166,ASD,CC,DM,CC-DM
184,184,58,0.17827083,0.072769746,0.2059252,-0.11201543,99,2,Subthalamus/hypothalamus (2),9,"Left postcentral gyrus ([L PoCG], 9)",0.0132510551804171,0.0671417824572339,0.0099392504750929,0.1915950330620121,0.1951603656607735,ASD,SC,SM,SC-SM
185,185,1170,0.17833447,0.1260559,0.1740515,0.13866098,45,33,"Left inferior parietal lobue ([R IPL], 33)",36,"Middle frontal gyrus ([MiFG], 36)",0.0028851483190947,-0.012325008236483,0.0730810584316881,0.2300448593288131,0.2473240768837624,TD,CC,CC,CC-CC
186,186,932,0.18007901,0.16562986,0.15244575,0.012480549,65,23,"Inferior occipital gyrus ([IOG], 23)",43,Precuneus (43),0.0056468225220998,0.0303480169017935,-0.0551668603423485,0.2700503471544115,0.2487388810394544,ASD,VIS,DM,VIS-DM
187,187,636,0.18707465,0.1447958,0.17482865,-0.07322062,163,14,"Precentral gyrus ([PreCG], 14)",53,"Cerebellum ([CB], 53)",0.0339475589725912,-0.0309865342152754,-0.0884595353403995,0.2404262322209327,0.2161242331548518,ASD,SM,CB,SM-CB
188,188,1275,0.19220392,0.19645566,0.15032427,-0.15881634,176,39,"Middle cingulate cortex ([MCC], 39)",42,"Hippocampus ([HiPP], 42)",0.0378159621739213,-0.0173674192359065,0.0450757050898825,0.2142319055134771,0.280114613929348,TD,CC,CC,CC-CC
189,189,1122,0.19879133,0.18000633,0.17134859,0.1278074,187,30,"Right inferior frontal gyrus ([R IFG], 30)",51,"Cerebellum ([CB], 51)",0.0454263641725498,0.0708738570639972,0.0204658393358659,0.1865686089173168,0.2302312849098539,ASD,CC,CB,CC-CB
190,190,1024,0.20143332,0.16759366,0.1876673,-0.10196789,115,26,"Inferior parietal lobule ([IPL], 26)",51,"Cerebellum ([CB], 51)",0.0185205937318036,0.1779169853775267,0.1178420899730102,0.2211130644813991,0.2077370522344411,ASD,CC,CB,CC-CB
191,191,871,0.20937297,0.25345737,0.13967673,-0.030432584,107,21,"Right middle occipital gyrus ([R MOG], 21)",43,Precuneus (43),0.0158522056513337,-0.0081491077355033,-0.0788320286412016,0.2574680580035162,0.2353879121396716,ASD,VIS,DM,VIS-DM
192,192,1195,0.21743427,0.095291555,0.24852987,0.076555654,124,34,"Supplementary motor area ([SMA], 34)",42,"Hippocampus ([HiPP], 42)",0.0234438961125647,-0.079666285219043,-0.1377083953535044,0.2064516027497197,0.2215764043407263,ASD,CC,CC,CC-CC
193,193,1130,0.2249391,0.26060522,0.15716274,0.07334139,182,31,"Middle frontal gyrus ([MiFG], 31)",37,"Hippocampus ([HiPP], 37)",0.0442020057846176,-0.0606341061340709,-0.1095712632374337,0.201767346913869,0.2062050404923234,ASD,CC,CC,CC-CC
194,194,903,0.23879853,0.2949295,0.15582725,0.11596823,40,22,Fusiform gyrus (22),44,Precuneus (44),0.0022875948868868,0.0451564087624409,-0.0344982841615818,0.2443396776866289,0.1940140333053643,ASD,VIS,DM,VIS-DM
195,195,761,0.23976223,0.25183317,0.18399148,0.053694017,144,18,"Middle occipital gyrus ([MOG], 18)",32,"Inferior parietal lobule ([IPL], 32)",0.0299504860256448,-0.1239313797752885,-0.066617281659773,0.2059272884801393,0.2337322147849157,TD,VIS,CC,VIS-CC
196,196,1147,0.25200242,0.19134818,0.23932606,0.12815236,101,32,"Inferior parietal lobule ([IPL], 32)",33,"Left inferior parietal lobue ([R IPL], 33)",0.0139333276629759,0.0721850055863947,0.1497070169002889,0.2512016135550498,0.2745877570379273,TD,CC,CC,CC-CC
