,Connectivity_Index,First_ROI_Index,First_ROI_Name,Second_ROI_Index,Second_ROI_Name,P_Values,ASD_Mean,TD_Mean,ASD_STD,TD_STD,Dominant_Group
344,1180,33,"Left inferior parietal lobue ([R IPL], 33)",46,"Posterior cingulate cortex ([PCC], 46)",0.10118506235164038,-0.004643993,-0.048588533,0.2543524,0.26720366,ASD
345,264,6,"Superior temporal gyrus ([STG], 6)",21,"Right middle occipital gyrus ([R MOG], 21)",0.10148779048965038,-0.061167326,-0.020891156,0.2448989,0.23398006,TD
346,607,14,"Precentral gyrus ([PreCG], 14)",24,"Lingual gyrus ([LingualG], 24)",0.1017817576032039,0.12699625,0.089600734,0.21247748,0.23169819,ASD
347,729,17,"Calcarine gyrus ([CalcarineG], 17)",35,"Superior frontal gyrus ([SFG], 35)",0.10253915735856793,0.016592532,0.056180824,0.23141721,0.24041034,TD
348,401,9,"Left postcentral gyrus ([L PoCG], 9)",23,"Inferior occipital gyrus ([IOG], 23)",0.10270541635176893,-0.030930694,0.005133635,0.20321639,0.22602615,TD
349,10,1,Caudate (1),12,"Superior parietal lobule ([SPL], 12)",0.10291980189396294,-0.13727257,-0.17566605,0.22162698,0.23621303,ASD
350,294,6,"Superior temporal gyrus ([STG], 6)",51,"Cerebellum ([CB], 51)",0.10305502084056371,-0.20836364,-0.24976572,0.24877842,0.24571805,ASD
351,630,14,"Precentral gyrus ([PreCG], 14)",47,"Anterior cingulate cortex ([ACC], 47)",0.10309246320094896,-0.13176632,-0.1767204,0.2686162,0.26831788,ASD
352,306,7,"Middle temporal gyrus ([MTG], 7)",17,"Calcarine gyrus ([CalcarineG], 17)",0.1031595139723876,-0.066540405,-0.031723596,0.18833628,0.2252765,TD
353,1087,29,"Inferior frontal gyrus ([IFG], 29)",39,"Middle cingulate cortex ([MCC], 39)",0.10388696981183852,-0.017673658,-0.05751965,0.23904796,0.23798884,ASD
354,626,14,"Precentral gyrus ([PreCG], 14)",43,Precuneus (43),0.10471072261633675,-0.019539053,-0.055927433,0.23072399,0.20568152,ASD
355,795,19,"Middle temporal gyrus ([MTG], 19)",32,"Inferior parietal lobule ([IPL], 32)",0.10480875664047165,-0.031490736,0.010992801,0.23808417,0.27026513,TD
356,1210,35,"Superior frontal gyrus ([SFG], 35)",39,"Middle cingulate cortex ([MCC], 39)",0.10567760202493974,0.21252806,0.16521066,0.2696648,0.2984809,ASD
357,652,15,"Superior parietal lobule ([SPL], 15)",31,"Middle frontal gyrus ([MiFG], 31)",0.10641565764289393,0.09005786,0.12749772,0.2293851,0.22218408,TD
358,121,3,Putamen (3),22,Fusiform gyrus (22),0.10745572229988133,0.12591873,0.072639816,0.31176403,0.3319661,ASD
359,309,7,"Middle temporal gyrus ([MTG], 7)",20,Cuneus (20),0.10800614551415988,-0.05446646,-0.020511985,0.19044109,0.21934336,TD
360,301,7,"Middle temporal gyrus ([MTG], 7)",12,"Superior parietal lobule ([SPL], 12)",0.1087034716899879,0.0456366,0.0053816414,0.24299668,0.24557102,ASD
361,1245,37,"Hippocampus ([HiPP], 37)",41,"Middle frontal gyrus ([MiFG], 41)",0.10898404375359633,-0.115667306,-0.15382387,0.24692003,0.21613921,ASD
362,699,16,"Postcentral gyrus ([PoCG], 16)",41,"Middle frontal gyrus ([MiFG], 41)",0.10972757381999591,-0.10391519,-0.14219064,0.23382942,0.23214138,ASD
363,1137,31,"Middle frontal gyrus ([MiFG], 31)",44,Precuneus (44),0.10997942517393132,-0.07811103,-0.11425591,0.22188464,0.2184842,ASD
364,859,21,"Right middle occipital gyrus ([R MOG], 21)",31,"Middle frontal gyrus ([MiFG], 31)",0.11111418633008127,-0.0868314,-0.048259776,0.24251394,0.22892453,TD
365,197,4,Caudate (4),49,"Posterior cingulate cortex ([PCC], 49)",0.11250098445118432,-0.10174664,-0.068021424,0.21591474,0.19778045,TD
366,159,4,Caudate (4),11,"Right postcentral gyrus ([R PoCG], 11)",0.11275016749735531,-0.050116356,-0.08737934,0.21770296,0.23890094,ASD
367,1109,30,"Right inferior frontal gyrus ([R IFG], 30)",38,"Left inferior parietal lobule ([L IPL], 38)",0.11347176392206997,-0.029799351,0.007782265,0.22136611,0.24022685,TD
368,1278,39,"Middle cingulate cortex ([MCC], 39)",45,"Anterior cingulate cortex ([ACC], 45)",0.11365724410645658,0.1798347,0.13832635,0.26151186,0.24945794,ASD
369,558,13,"Paracentral lobule ([ParaCL], 13)",14,"Precentral gyrus ([PreCG], 14)",0.11499757826682713,0.10654214,0.16146807,0.34894362,0.3296875,TD
370,1367,48,Precuneus (48),53,"Cerebellum ([CB], 53)",0.11503400335882141,-0.07063115,-0.111299425,0.23887861,0.2625928,ASD
371,1080,29,"Inferior frontal gyrus ([IFG], 29)",32,"Inferior parietal lobule ([IPL], 32)",0.11535472705292381,0.14509487,0.18251112,0.24471806,0.21768023,TD
372,25,1,Caudate (1),27,Insula (27),0.11615230128607085,0.1618163,0.12156808,0.2468609,0.25183302,ASD
373,1049,27,Insula (27),50,"Cerebellum ([CB], 50)",0.11621423850844684,0.021378594,0.06860772,0.2746434,0.30913547,TD
374,934,23,"Inferior occipital gyrus ([IOG], 23)",45,"Anterior cingulate cortex ([ACC], 45)",0.11638995724956651,-0.14251283,-0.17507383,0.18444224,0.21741055,ASD
375,577,13,"Paracentral lobule ([ParaCL], 13)",33,"Left inferior parietal lobue ([R IPL], 33)",0.11754408886680762,0.20604503,0.2483929,0.26725087,0.25967094,TD
376,1363,48,Precuneus (48),49,"Posterior cingulate cortex ([PCC], 49)",0.11910519900920064,0.15264352,0.19054998,0.24645616,0.2270967,TD
377,982,25,"Middle temporal gyrus ([MTG], 25)",36,"Middle frontal gyrus ([MiFG], 36)",0.11918372129566854,-0.2244904,-0.18682356,0.24216205,0.22859176,TD
378,518,12,"Superior parietal lobule ([SPL], 12)",14,"Precentral gyrus ([PreCG], 14)",0.1196142815879815,0.08047562,0.121229306,0.26601252,0.24378052,TD
379,262,6,"Superior temporal gyrus ([STG], 6)",19,"Middle temporal gyrus ([MTG], 19)",0.11974875221760901,0.18930955,0.23237742,0.2729344,0.2661677,TD
380,945,24,"Lingual gyrus ([LingualG], 24)",27,Insula (27),0.11980415656327947,-0.014098182,-0.046799757,0.20795447,0.2014545,ASD
381,230,5,Thalamus (5),34,"Supplementary motor area ([SMA], 34)",0.12038202331680396,0.0061551915,-0.03231639,0.22546622,0.25538057,ASD
382,343,8,"Postcentral gyrus ([PoCG], 8)",9,"Left postcentral gyrus ([L PoCG], 9)",0.12071828836591417,0.25893557,0.29938948,0.24435826,0.2626153,TD
383,493,11,"Right postcentral gyrus ([R PoCG], 11)",30,"Right inferior frontal gyrus ([R IFG], 30)",0.12107870364552896,-0.08588286,-0.1189692,0.19189407,0.22204758,ASD
384,1208,35,"Superior frontal gyrus ([SFG], 35)",37,"Hippocampus ([HiPP], 37)",0.12150517869788423,-0.05926393,-0.100330316,0.26873398,0.2476365,ASD
385,1257,37,"Hippocampus ([HiPP], 37)",53,"Cerebellum ([CB], 53)",0.12159763667725054,-0.009039127,0.03208185,0.23907422,0.27614924,TD
386,924,23,"Inferior occipital gyrus ([IOG], 23)",35,"Superior frontal gyrus ([SFG], 35)",0.12346937269295785,-0.12312929,-0.16421248,0.2655671,0.25387183,ASD
387,138,3,Putamen (3),39,"Middle cingulate cortex ([MCC], 39)",0.12375668432254884,0.05659419,0.01333023,0.2533724,0.29191056,ASD
388,453,10,"Paracentral lobule ([ParaCL], 10)",32,"Inferior parietal lobule ([IPL], 32)",0.12434291343983109,-0.006150436,-0.04014938,0.21758586,0.21327528,ASD
389,331,7,"Middle temporal gyrus ([MTG], 7)",42,"Hippocampus ([HiPP], 42)",0.1254316671235248,0.14257121,0.09916339,0.24671896,0.30120784,ASD
390,552,12,"Superior parietal lobule ([SPL], 12)",48,Precuneus (48),0.1262462043171579,0.33007598,0.2901212,0.27693897,0.23063284,ASD
391,863,21,"Right middle occipital gyrus ([R MOG], 21)",35,"Superior frontal gyrus ([SFG], 35)",0.12720908779145168,-0.16407447,-0.20510629,0.27824068,0.24520445,ASD
392,1343,45,"Anterior cingulate cortex ([ACC], 45)",47,"Anterior cingulate cortex ([ACC], 47)",0.12725592854518616,0.34287238,0.37718502,0.2231812,0.21504094,TD
393,668,15,"Superior parietal lobule ([SPL], 15)",47,"Anterior cingulate cortex ([ACC], 47)",0.1277822517075962,-0.07494139,-0.10877128,0.19433576,0.23553015,ASD
394,1174,33,"Left inferior parietal lobue ([R IPL], 33)",40,"Inferior frontal gyrus ([IFG], 40)",0.12922830817904507,0.33954012,0.37564236,0.24192552,0.2213915,TD
395,711,16,"Postcentral gyrus ([PoCG], 16)",53,"Cerebellum ([CB], 53)",0.12974123518257355,-0.06784492,-0.10783283,0.26811627,0.24576761,ASD
396,350,8,"Postcentral gyrus ([PoCG], 8)",16,"Postcentral gyrus ([PoCG], 16)",0.12984913168942558,0.32575312,0.36808228,0.2719477,0.27225348,TD
397,1311,41,"Middle frontal gyrus ([MiFG], 41)",53,"Cerebellum ([CB], 53)",0.13027133775775288,0.0071530924,0.04292235,0.23652041,0.22391394,TD
398,1370,49,"Posterior cingulate cortex ([PCC], 49)",52,"Cerebellum ([CB], 52)",0.13157856804735862,-0.10694964,-0.07422646,0.2226434,0.19976264,TD
399,421,9,"Left postcentral gyrus ([L PoCG], 9)",43,Precuneus (43),0.1317418106441597,-0.10687576,-0.13707942,0.18042631,0.20830189,ASD
400,715,17,"Calcarine gyrus ([CalcarineG], 17)",21,"Right middle occipital gyrus ([R MOG], 21)",0.13198421788960368,0.31097662,0.2678236,0.27501392,0.2826854,ASD
401,36,1,Caudate (1),38,"Left inferior parietal lobule ([L IPL], 38)",0.1321021034939771,-0.020187143,-0.052037057,0.18534385,0.22401918,ASD
402,212,5,Thalamus (5),16,"Postcentral gyrus ([PoCG], 16)",0.13300706509734858,-0.030894652,-0.080614865,0.3272018,0.31740287,ASD
403,588,13,"Paracentral lobule ([ParaCL], 13)",44,Precuneus (44),0.1330237485497653,-0.12936239,-0.16528031,0.23785983,0.22782294,ASD
404,47,1,Caudate (1),49,"Posterior cingulate cortex ([PCC], 49)",0.13371669006087797,-0.050565857,-0.01869421,0.22557771,0.18723963,TD
405,1003,26,"Inferior parietal lobule ([IPL], 26)",30,"Right inferior frontal gyrus ([R IFG], 30)",0.1353135033173675,0.21619277,0.18058553,0.23349473,0.23085734,ASD
406,271,6,"Superior temporal gyrus ([STG], 6)",28,"Superior medial frontal gyrus ([SMFG], 28)",0.1359504571444548,-0.105634324,-0.13726655,0.20946659,0.20375071,ASD
407,910,22,Fusiform gyrus (22),51,"Cerebellum ([CB], 51)",0.13624553875697312,-0.046062704,-0.090292096,0.29257077,0.28563666,ASD
408,408,9,"Left postcentral gyrus ([L PoCG], 9)",30,"Right inferior frontal gyrus ([R IFG], 30)",0.1368458380849738,-0.06465634,-0.09482621,0.18050306,0.21256407,ASD
409,362,8,"Postcentral gyrus ([PoCG], 8)",28,"Superior medial frontal gyrus ([SMFG], 28)",0.13736823619281602,-0.093802854,-0.1241016,0.19440593,0.20253494,ASD
410,1239,36,"Middle frontal gyrus ([MiFG], 36)",51,"Cerebellum ([CB], 51)",0.13823708916357436,-0.074173965,-0.040134568,0.22315346,0.22402556,TD
411,591,13,"Paracentral lobule ([ParaCL], 13)",47,"Anterior cingulate cortex ([ACC], 47)",0.13830393894366877,-0.13512787,-0.10156246,0.21449141,0.22618368,TD
412,188,4,Caudate (4),40,"Inferior frontal gyrus ([IFG], 40)",0.13833343217194286,0.027615307,0.06440654,0.26245058,0.21991976,TD
413,71,2,Subthalamus/hypothalamus (2),22,Fusiform gyrus (22),0.13850114240811,0.094382875,0.03398955,0.40244427,0.39163578,ASD
414,1013,26,"Inferior parietal lobule ([IPL], 26)",40,"Inferior frontal gyrus ([IFG], 40)",0.13913096115037166,0.3715425,0.33085123,0.27838483,0.25738856,ASD
415,11,1,Caudate (1),13,"Paracentral lobule ([ParaCL], 13)",0.1405075480225812,0.0080612665,0.044526502,0.24740745,0.23448661,TD
416,531,12,"Superior parietal lobule ([SPL], 12)",27,Insula (27),0.1412995672411648,-0.16729732,-0.20342845,0.26471376,0.2116793,ASD
417,371,8,"Postcentral gyrus ([PoCG], 8)",37,"Hippocampus ([HiPP], 37)",0.14181905560301583,-0.02584586,-0.0638624,0.24152689,0.26169434,ASD
418,1032,27,Insula (27),33,"Left inferior parietal lobue ([R IPL], 33)",0.1428436492050308,0.07294316,0.10891446,0.24776338,0.23034647,TD
419,14,1,Caudate (1),16,"Postcentral gyrus ([PoCG], 16)",0.14304397112736644,-0.09098752,-0.1297471,0.2663694,0.2490845,ASD
420,508,11,"Right postcentral gyrus ([R PoCG], 11)",45,"Anterior cingulate cortex ([ACC], 45)",0.14312308595073278,-0.12401987,-0.15275694,0.18973735,0.19242768,ASD
421,389,9,"Left postcentral gyrus ([L PoCG], 9)",11,"Right postcentral gyrus ([R PoCG], 11)",0.1437497640319741,0.51105213,0.55134434,0.2468931,0.28757697,TD
422,973,25,"Middle temporal gyrus ([MTG], 25)",27,Insula (27),0.14387324706629856,-0.12156826,-0.0766562,0.29809555,0.30034515,TD
423,86,2,Subthalamus/hypothalamus (2),37,"Hippocampus ([HiPP], 37)",0.14571603962994684,0.05282431,-0.014763989,0.44324586,0.46106806,ASD
424,851,21,"Right middle occipital gyrus ([R MOG], 21)",23,"Inferior occipital gyrus ([IOG], 23)",0.1461025676391803,0.5096628,0.5527997,0.28949136,0.2885608,TD
425,1098,29,"Inferior frontal gyrus ([IFG], 29)",50,"Cerebellum ([CB], 50)",0.1461313106179373,-0.13737105,-0.09890755,0.24070835,0.27312794,TD
426,1252,37,"Hippocampus ([HiPP], 37)",48,Precuneus (48),0.14697931470183845,-0.08813836,-0.051459283,0.24083951,0.25142553,TD
427,778,18,"Middle occipital gyrus ([MOG], 18)",49,"Posterior cingulate cortex ([PCC], 49)",0.14784506663982833,-0.10293667,-0.13712186,0.24147485,0.21843618,ASD
428,340,7,"Middle temporal gyrus ([MTG], 7)",51,"Cerebellum ([CB], 51)",0.14850157937520816,-0.21929315,-0.25258562,0.20853703,0.2386796,ASD
429,227,5,Thalamus (5),31,"Middle frontal gyrus ([MiFG], 31)",0.1487272435508606,0.01972322,-0.015463105,0.23778549,0.23680545,ASD
430,1110,30,"Right inferior frontal gyrus ([R IFG], 30)",39,"Middle cingulate cortex ([MCC], 39)",0.15008951955516645,-0.01376658,-0.04416369,0.1975925,0.21318531,ASD
431,907,22,Fusiform gyrus (22),48,Precuneus (48),0.15076544892958615,-0.11939137,-0.07818463,0.25924122,0.2973328,TD
432,885,22,Fusiform gyrus (22),26,"Inferior parietal lobule ([IPL], 26)",0.15152848710659553,-0.16077329,-0.12657604,0.22294055,0.24081182,TD
433,1261,38,"Left inferior parietal lobule ([L IPL], 38)",42,"Hippocampus ([HiPP], 42)",0.1527452975082785,0.02621987,-0.0059274198,0.20957594,0.22760783,ASD
434,43,1,Caudate (1),45,"Anterior cingulate cortex ([ACC], 45)",0.15356270760310858,0.20221044,0.16965942,0.21744823,0.22656098,ASD
435,58,2,Subthalamus/hypothalamus (2),9,"Left postcentral gyrus ([L PoCG], 9)",0.15360785537072988,0.0060939663,-0.031161254,0.2480783,0.2600903,ASD
436,296,6,"Superior temporal gyrus ([STG], 6)",53,"Cerebellum ([CB], 53)",0.15374222469208115,-0.17101905,-0.2055781,0.24139908,0.23055665,ASD
437,1253,37,"Hippocampus ([HiPP], 37)",49,"Posterior cingulate cortex ([PCC], 49)",0.15454041124480375,-0.014216988,-0.040581495,0.18430115,0.17644772,ASD
438,1361,47,"Anterior cingulate cortex ([ACC], 47)",52,"Cerebellum ([CB], 52)",0.1547155023112181,-0.021355199,0.020120213,0.2583472,0.3064012,TD
439,1308,41,"Middle frontal gyrus ([MiFG], 41)",50,"Cerebellum ([CB], 50)",0.15596089364738214,-0.019547582,0.017497623,0.24524443,0.26270026,TD
440,1047,27,Insula (27),48,Precuneus (48),0.15728633376991444,-0.15054609,-0.18485792,0.25835383,0.21283321,ASD
441,1071,28,"Superior medial frontal gyrus ([SMFG], 28)",47,"Anterior cingulate cortex ([ACC], 47)",0.15759878464339477,0.15715763,0.18976563,0.221616,0.22765823,TD
442,1151,32,"Inferior parietal lobule ([IPL], 32)",37,"Hippocampus ([HiPP], 37)",0.15949994724160635,-0.19333275,-0.1650544,0.17570873,0.21333201,TD
443,609,14,"Precentral gyrus ([PreCG], 14)",26,"Inferior parietal lobule ([IPL], 26)",0.1610309947713792,-0.009197628,-0.048528567,0.26694927,0.27926308,ASD
444,486,11,"Right postcentral gyrus ([R PoCG], 11)",23,"Inferior occipital gyrus ([IOG], 23)",0.16106157296570844,-0.006052247,0.028103855,0.24074596,0.23402624,TD
445,327,7,"Middle temporal gyrus ([MTG], 7)",38,"Left inferior parietal lobule ([L IPL], 38)",0.16191660098855695,0.25658333,0.2874611,0.21101116,0.21878986,TD
446,1198,34,"Supplementary motor area ([SMA], 34)",45,"Anterior cingulate cortex ([ACC], 45)",0.16218432655688028,0.073878154,0.10888664,0.2556914,0.2320177,TD
447,1148,32,"Inferior parietal lobule ([IPL], 32)",34,"Supplementary motor area ([SMA], 34)",0.16234628679086852,-0.016530951,0.017272443,0.23456344,0.23663418,TD
448,529,12,"Superior parietal lobule ([SPL], 12)",25,"Middle temporal gyrus ([MTG], 25)",0.16257697060362916,0.01372437,0.050201885,0.2614106,0.24745193,TD
449,104,3,Putamen (3),5,Thalamus (5),0.1638942845966611,0.30039784,0.25122797,0.3291307,0.35774234,ASD
450,458,10,"Paracentral lobule ([ParaCL], 10)",37,"Hippocampus ([HiPP], 37)",0.16494697180662343,-0.03168876,0.0031848028,0.22131264,0.26510105,TD
451,476,11,"Right postcentral gyrus ([R PoCG], 11)",13,"Paracentral lobule ([ParaCL], 13)",0.1661335331265609,0.14096573,0.18094748,0.27973157,0.28261808,TD
452,927,23,"Inferior occipital gyrus ([IOG], 23)",38,"Left inferior parietal lobule ([L IPL], 38)",0.16761957407657002,0.050788924,0.08227965,0.21380226,0.23012729,TD
453,703,16,"Postcentral gyrus ([PoCG], 16)",45,"Anterior cingulate cortex ([ACC], 45)",0.1680218803995144,-0.06155921,-0.093902685,0.22580554,0.23106655,ASD
454,835,20,Cuneus (20),39,"Middle cingulate cortex ([MCC], 39)",0.1681282087900793,-0.17651363,-0.20437387,0.21100251,0.18222174,ASD
455,1167,32,"Inferior parietal lobule ([IPL], 32)",53,"Cerebellum ([CB], 53)",0.1682609859258784,-0.03289428,-0.06555914,0.22863735,0.23306036,ASD
456,27,1,Caudate (1),29,"Inferior frontal gyrus ([IFG], 29)",0.16829113225074613,0.059547365,0.028841142,0.20264694,0.23012128,ASD
457,694,16,"Postcentral gyrus ([PoCG], 16)",36,"Middle frontal gyrus ([MiFG], 36)",0.1683616489045572,-0.01708368,0.016533487,0.23847467,0.2369268,TD
458,357,8,"Postcentral gyrus ([PoCG], 8)",23,"Inferior occipital gyrus ([IOG], 23)",0.16839949901702086,0.011301388,0.041688617,0.21725091,0.21254921,TD
459,259,6,"Superior temporal gyrus ([STG], 6)",16,"Postcentral gyrus ([PoCG], 16)",0.16921256538731247,0.12995534,0.17137215,0.30193934,0.2849688,TD
460,260,6,"Superior temporal gyrus ([STG], 6)",17,"Calcarine gyrus ([CalcarineG], 17)",0.16930428818558954,0.07770186,0.10758413,0.20568338,0.21743801,TD
461,953,24,"Lingual gyrus ([LingualG], 24)",35,"Superior frontal gyrus ([SFG], 35)",0.17015940358652262,-0.097196415,-0.13049567,0.24390738,0.22900471,ASD
462,919,23,"Inferior occipital gyrus ([IOG], 23)",30,"Right inferior frontal gyrus ([R IFG], 30)",0.1729679439080884,-0.15481934,-0.12535524,0.21091323,0.21026918,TD
463,5,1,Caudate (1),7,"Middle temporal gyrus ([MTG], 7)",0.17325886744834965,0.07613672,0.038711894,0.25325567,0.2808562,ASD
464,1125,31,"Middle frontal gyrus ([MiFG], 31)",32,"Inferior parietal lobule ([IPL], 32)",0.17349649538467307,0.2959901,0.32930672,0.24426088,0.2326378,TD
465,29,1,Caudate (1),31,"Middle frontal gyrus ([MiFG], 31)",0.17412865329040358,0.02029484,-0.008655273,0.20012173,0.21432085,ASD
466,615,14,"Precentral gyrus ([PreCG], 14)",32,"Inferior parietal lobule ([IPL], 32)",0.1748136028635268,0.12872444,0.16422772,0.26562124,0.24399902,TD
467,1130,31,"Middle frontal gyrus ([MiFG], 31)",37,"Hippocampus ([HiPP], 37)",0.1752387213921224,-0.1283887,-0.1578589,0.2055887,0.2175164,ASD
468,124,3,Putamen (3),25,"Middle temporal gyrus ([MTG], 25)",0.1752981237178543,0.022571186,-0.019075895,0.28470054,0.31269068,ASD
469,935,23,"Inferior occipital gyrus ([IOG], 23)",46,"Posterior cingulate cortex ([PCC], 46)",0.17583596831680992,-0.036471155,-0.07190432,0.23449914,0.27320868,ASD
470,895,22,Fusiform gyrus (22),36,"Middle frontal gyrus ([MiFG], 36)",0.17697783235333642,-0.23105986,-0.20081471,0.22136186,0.21509142,TD
471,54,2,Subthalamus/hypothalamus (2),5,Thalamus (5),0.1770563702525766,0.121979095,0.17476152,0.38210785,0.3796282,TD
472,891,22,Fusiform gyrus (22),32,"Inferior parietal lobule ([IPL], 32)",0.17803889492051664,-0.21038003,-0.17880638,0.22303167,0.23333463,TD
473,1058,28,"Superior medial frontal gyrus ([SMFG], 28)",34,"Supplementary motor area ([SMA], 34)",0.17827497061691483,0.31417924,0.34855777,0.2433985,0.25381297,TD
474,145,3,Putamen (3),46,"Posterior cingulate cortex ([PCC], 46)",0.17956958701141013,0.013409057,-0.026815923,0.30452856,0.27924487,ASD
475,1142,31,"Middle frontal gyrus ([MiFG], 31)",49,"Posterior cingulate cortex ([PCC], 49)",0.1799335047090536,0.08498849,0.0542211,0.21134733,0.23458184,ASD
476,1044,27,Insula (27),45,"Anterior cingulate cortex ([ACC], 45)",0.1801306273686526,0.22961202,0.1940394,0.2809285,0.23485526,ASD
477,1322,42,"Hippocampus ([HiPP], 42)",53,"Cerebellum ([CB], 53)",0.18054345110939463,0.062002487,0.1009963,0.2827564,0.2844685,TD
478,157,4,Caudate (4),9,"Left postcentral gyrus ([L PoCG], 9)",0.18119745719597202,-0.024915546,-0.058860518,0.23094101,0.26206422,ASD
479,19,1,Caudate (1),21,"Right middle occipital gyrus ([R MOG], 21)",0.18191191881126295,-0.124658115,-0.15335779,0.20652887,0.21215071,ASD
480,257,6,"Superior temporal gyrus ([STG], 6)",14,"Precentral gyrus ([PreCG], 14)",0.18258071886443622,0.12978965,0.08963353,0.2997583,0.28724244,ASD
481,784,19,"Middle temporal gyrus ([MTG], 19)",21,"Right middle occipital gyrus ([R MOG], 21)",0.18297211923555637,0.11018173,0.14444178,0.26311308,0.23789316,TD
482,959,24,"Lingual gyrus ([LingualG], 24)",41,"Middle frontal gyrus ([MiFG], 41)",0.18347055819730645,-0.09642667,-0.12254294,0.18580043,0.19634458,ASD
483,593,13,"Paracentral lobule ([ParaCL], 13)",49,"Posterior cingulate cortex ([PCC], 49)",0.18379565107849932,-0.27564937,-0.3051052,0.2219115,0.20985377,ASD
484,534,12,"Superior parietal lobule ([SPL], 12)",30,"Right inferior frontal gyrus ([R IFG], 30)",0.18425505495918948,-0.12807088,-0.15586445,0.2119273,0.19582757,ASD
485,1168,33,"Left inferior parietal lobue ([R IPL], 33)",34,"Supplementary motor area ([SMA], 34)",0.18445453760306588,-0.15919934,-0.19145244,0.24740422,0.2259239,ASD
486,820,20,Cuneus (20),24,"Lingual gyrus ([LingualG], 24)",0.18479119299938115,0.7859991,0.75520617,0.2123092,0.23877059,ASD
487,664,15,"Superior parietal lobule ([SPL], 15)",43,Precuneus (43),0.18552930915509905,0.3158527,0.28000677,0.2632686,0.26416585,ASD
488,1188,34,"Supplementary motor area ([SMA], 34)",35,"Superior frontal gyrus ([SFG], 35)",0.18608630730657844,-0.0030733037,0.036447708,0.3080164,0.2738726,TD
489,1296,40,"Inferior frontal gyrus ([IFG], 40)",50,"Cerebellum ([CB], 50)",0.18643196042148016,0.053177934,0.087952994,0.24525246,0.26665688,TD
490,837,20,Cuneus (20),41,"Middle frontal gyrus ([MiFG], 41)",0.18672493026959144,-0.06815411,-0.096484095,0.21529418,0.20274203,ASD
491,822,20,Cuneus (20),26,"Inferior parietal lobule ([IPL], 26)",0.1874512825048679,-0.039697777,-0.06858204,0.21591102,0.21102801,ASD
492,311,7,"Middle temporal gyrus ([MTG], 7)",22,Fusiform gyrus (22),0.18832381551980432,-0.011021697,0.028696895,0.26031876,0.32330933,TD
493,640,15,"Superior parietal lobule ([SPL], 15)",19,"Middle temporal gyrus ([MTG], 19)",0.18838707709894903,0.0011485841,0.038654666,0.275052,0.28030458,TD
494,448,10,"Paracentral lobule ([ParaCL], 10)",27,Insula (27),0.18876044635796851,-0.21143268,-0.24332085,0.25182655,0.22037546,ASD
495,667,15,"Superior parietal lobule ([SPL], 15)",46,"Posterior cingulate cortex ([PCC], 46)",0.18923098615111278,0.05756649,0.024698284,0.23103382,0.25561813,ASD
496,1014,26,"Inferior parietal lobule ([IPL], 26)",41,"Middle frontal gyrus ([MiFG], 41)",0.18930554022795737,0.23760056,0.2689173,0.2474607,0.2168685,TD
497,884,22,Fusiform gyrus (22),25,"Middle temporal gyrus ([MTG], 25)",0.18957458398660063,0.29763165,0.25829643,0.27442148,0.308127,ASD
498,1373,50,"Cerebellum ([CB], 50)",52,"Cerebellum ([CB], 52)",0.1900225789806158,0.23746775,0.2893534,0.36790073,0.40201694,TD
499,367,8,"Postcentral gyrus ([PoCG], 8)",33,"Left inferior parietal lobue ([R IPL], 33)",0.19003016430954336,0.18345761,0.21413913,0.22987534,0.22627416,TD
500,1175,33,"Left inferior parietal lobue ([R IPL], 33)",41,"Middle frontal gyrus ([MiFG], 41)",0.1919882747333118,-0.048559062,-0.080215774,0.23759428,0.23512493,ASD
501,767,18,"Middle occipital gyrus ([MOG], 18)",38,"Left inferior parietal lobule ([L IPL], 38)",0.1924441252164159,-0.0950604,-0.0677107,0.20378895,0.20497808,TD
502,964,24,"Lingual gyrus ([LingualG], 24)",46,"Posterior cingulate cortex ([PCC], 46)",0.19255778420945996,-0.002869339,-0.03344117,0.22229968,0.23438762,ASD
503,653,15,"Superior parietal lobule ([SPL], 15)",32,"Inferior parietal lobule ([IPL], 32)",0.1929387800889905,0.17909893,0.14597425,0.24392895,0.25153372,ASD
504,1354,46,"Posterior cingulate cortex ([PCC], 46)",51,"Cerebellum ([CB], 51)",0.19304583457445074,-0.08848083,-0.052062634,0.26918438,0.27573034,TD
505,992,25,"Middle temporal gyrus ([MTG], 25)",46,"Posterior cingulate cortex ([PCC], 46)",0.1946196056431311,-0.1099762,-0.07169682,0.26893532,0.30429193,TD
506,445,10,"Paracentral lobule ([ParaCL], 10)",24,"Lingual gyrus ([LingualG], 24)",0.1947444610937937,-0.012422881,0.018528275,0.21681443,0.24669911,TD
507,110,3,Putamen (3),11,"Right postcentral gyrus ([R PoCG], 11)",0.19515535670372908,-0.02039064,-0.05492002,0.2400563,0.27719533,ASD
508,543,12,"Superior parietal lobule ([SPL], 12)",39,"Middle cingulate cortex ([MCC], 39)",0.1956974257271191,-0.09292238,-0.12457941,0.230561,0.24557225,ASD
509,705,16,"Postcentral gyrus ([PoCG], 16)",47,"Anterior cingulate cortex ([ACC], 47)",0.19672357782420258,-0.052235696,-0.08314864,0.21627203,0.24853384,ASD
510,98,2,Subthalamus/hypothalamus (2),49,"Posterior cingulate cortex ([PCC], 49)",0.19991706261620715,-0.15014026,-0.12278763,0.21915613,0.19637297,TD
